Landing Page,Month,Bounce rate,Avg session duration in mins,Percentage of new sessions,Conversion rate,New Users,Pages per visit,Sessions,Bounces,Pageviews,Transactions
/global/country27/region1,Jan,19.82%,4,59.18%,0.03%,4708,5.02,"7,956","1,577","39,939",2
/global/country3,Feb,37.76%,5,37.94%,0.19%,609,4.86,"1,605",606,"7,800",3
/global/country3,June,24.58%,5,44.87%,0.05%,849,4.96,"1,892",465,"9,384",1
/global/country3,Jan,36.64%,5,38.74%,0.34%,903,4.96,"2,331",854,"11,562",8
/global/country3,May,22.42%,6,42.57%,0.21%,822,5.19,"1,931",433,"10,022",4
/global/country3,July,21.96%,6,43.29%,0.05%,832,5.36,"1,922",422,"10,302",1
/global/country3,Oct,21.69%,5,51.15%,0.09%,1704,5.04,"3,332",630,"16,759",3
/global/country3,April,24.04%,6,45.70%,0.30%,770,5.3,"1,685",405,"8,931",5
/global/country3,Mar,26.30%,6,40.56%,0.21%,569,5.13,"1,403",369,"7,197",3
/global/country3,Aug,20.59%,5,41.37%,0.10%,856,5.18,"2,069",426,"10,717",2
/global/country3,Sept,27.48%,5,44.86%,0.18%,511,4.81,"1,139",313,"5,479",2
/global/country3/region1,April,15.08%,4,51.35%,0.33%,21944,4.91,"42,732","6,444","209,814",139
/global/country3/region1,Oct,17.08%,4,52.60%,0.11%,8905,4.8,"16,929","2,891","81,259",18
/global/country3/region1,June,13.16%,4,49.86%,0.31%,28891,4.78,"57,944","7,625","276,972",179
/global/country3/region1,Jan,20.62%,4,54.88%,0.21%,32446,5.15,"59,126","12,192","304,499",127
/global/country3/region1,July,13.37%,4,50.03%,0.22%,33905,4.76,"67,770","9,061","322,585",148
/global/country3/region1,Mar,16.02%,4,52.84%,0.32%,22298,4.92,"42,202","6,761","207,634",133
/global/country3/region1,Aug,12.56%,4,48.80%,0.20%,24639,4.84,"50,493","6,342","244,386",99
/global/country3/region1,Sept,14.29%,4,49.95%,0.17%,13023,4.89,"26,072","3,726","127,492",44
/global/country3/region1,Feb,20.29%,4,52.61%,0.29%,20691,4.71,"39,328","7,980","185,235",113
/global/country3/region1,May,13.82%,4,49.94%,0.28%,27933,4.86,"55,931","7,730","271,825",155
/global/country3/region1/resort2,April,15.88%,4,51.08%,0.27%,26207,4.81,"51,308","7,883","246,820",137
/global/country3/region1/resort2,Feb,30.00%,3,44.14%,0.23%,384,3.99,870,261,"3,471",2
/global/country3/region1/resort2,Mar,21.53%,4,51.45%,0.24%,11366,4.53,"22,090","3,989","105,399",53
/global/country3/region1/resort2,Sept,18.05%,4,50.83%,0.26%,18318,4.69,"36,037","5,584","174,033",92
/global/country3/region1/resort2,Aug,16.35%,3,45.63%,0.25%,360,4.27,789,129,"3,369",2
/global/country3/region1/resort2,Jan,26.10%,4,50.34%,0.42%,953,4.87,"1,893",494,"9,219",8
/global/country3/region1/resort2,June,15.02%,3,43.32%,0.17%,496,4.6,"1,145",172,"5,267",2
/global/country3/region1/resort2,July,16.02%,4,43.53%,0.36%,481,4.52,"1,105",177,"4,995",4
/global/country3/region1/resort2,Oct,19.20%,4,50.53%,0.27%,9611,4.57,"19,019","2,935","91,600",51
/global/country3/region1/resort2,May,17.01%,4,46.03%,0.10%,441,4.69,958,163,"4,493",1
/global/country3/region1/resort3,Mar,19.19%,5,48.20%,0.27%,535,4.99,"1,110",213,"5,539",3
/global/country3/region1/resort3,Feb,20.94%,5,46.59%,0.38%,485,4.49,"1,041",218,"4,674",4
/global/country3/region1/resort3,May,15.78%,5,46.24%,0.34%,683,5.13,"1,477",233,"7,577",5
/global/country3/region1/resort3,Aug,17.24%,4,47.67%,0.27%,531,4.58,"1,114",192,"5,102",3
/global/country3/region1/resort3,June,15.11%,5,44.30%,0.30%,739,4.74,"1,668",252,"7,906",5
/global/country3/region1/resort3,April,19.03%,4,46.79%,0.16%,568,4.87,"1,214",231,"5,912",2
/global/country3/region1/resort3,Sept,17.94%,4,49.25%,0.27%,1699,4.76,"3,450",555,"16,600",9
/global/country3/region1/resort3,Oct,17.94%,4,49.25%,0.27%,1699,4.76,"3,450",555,"16,600",9
/global/country3/region1/resort3,July,14.57%,4,45.87%,0.27%,683,4.82,"1,489",217,"7,177",4
/global/country3/region1/resort3,Jan,24.90%,5,46.89%,0.16%,595,5.21,"1,269",316,"6,611",2
/global/country3/region2,June,15.12%,4,43.19%,0.16%,42715,4.84,"98,910","14,955","478,724",156
/global/country3/region2,Aug,13.89%,4,42.92%,0.14%,39004,5.03,"90,870","12,622","457,076",131
/global/country3/region2,Oct,15.56%,4,44.57%,0.18%,12175,5.01,"27,316","4,250","136,853",48
/global/country3/region2,Feb,25.12%,5,41.48%,0.26%,20222,4.7,"48,753","12,247","229,139",129
/global/country3/region2,Jan,28.06%,5,44.36%,0.22%,32833,4.97,"74,011","20,767","367,835",164
/global/country3/region2,May,15.80%,4,44.35%,0.19%,42516,4.98,"95,860","15,146","477,383",184
/global/country3/region2,July,14.30%,4,42.98%,0.13%,72883,4.97,"169,558","24,247","842,703",217
/global/country3/region2,Sept,14.73%,4,44.44%,0.22%,16661,5.1,"37,490","5,522","191,199",81
/global/country3/region2,Mar,20.59%,5,42.21%,0.22%,32052,5.06,"75,939","15,636","384,251",167
/global/country3/region2,April,17.78%,5,44.71%,0.21%,38846,5.1,"86,881","15,447","443,093",186
/global/country3/region2/resort1,Oct,14.36%,5,43.18%,0.10%,851,5.47,"1,971",283,"10,781",2
/global/country3/region2/resort1,July,13.69%,5,40.93%,0.12%,2620,5.06,"6,401",876,"32,389",8
/global/country3/region2/resort1,Aug,15.41%,4,42.31%,0.18%,2153,4.98,"5,089",784,"25,343",9
/global/country3/region2/resort1,Sept,16.97%,5,46.86%,0.09%,1505,5.06,"3,212",545,"16,253",3
/global/country3/region2/resort1,June,13.99%,5,41.58%,0.17%,2895,5.09,"6,963",974,"35,442",12
/global/country3/region2/resort1,May,14.38%,5,40.75%,0.23%,3224,5.23,"7,912","1,138","41,380",18
/global/country3/region2/resort1,Jan,18.79%,6,42.54%,0.19%,2710,5.89,"6,371","1,197","37,525",12
/global/country3/region2/resort1,Feb,18.59%,5,40.84%,0.18%,1793,5.2,"4,390",816,"22,828",8
/global/country3/region2/resort1,April,14.99%,6,42.53%,0.28%,2264,5.47,"5,323",798,"29,117",15
/global/country3/region2/resort1,Mar,18.62%,5,42.63%,0.18%,1870,5.13,"4,387",817,"22,505",8
/global/country3/region2/resort2,May,17.68%,5,47.11%,0.23%,1018,5,"2,161",382,"10,805",5
/global/country3/region2/resort2,Feb,16.91%,5,42.66%,0.19%,1885,5.12,"4,419",720,"22,816",9
/global/country3/region2/resort2,Sept,16.10%,5,45.63%,0.09%,533,4.89,"1,168",188,"5,712",1
/global/country3/region2/resort2,June,16.02%,5,45.45%,0.26%,1038,4.79,"2,284",366,"10,940",6
/global/country3/region2/resort2,Mar,17.64%,5,46.79%,0.58%,488,4.9,"1,043",184,"5,111",6
/global/country3/region2/resort2,Aug,12.85%,5,44.39%,0.00%,767,5.19,"1,728",222,"8,968",0
/global/country3/region2/resort2,Jan,17.18%,5,43.22%,0.20%,1598,5.01,"3,697",634,"18,754",8
/global/country3/region2/resort2,July,15.39%,5,44.86%,0.31%,1000,4.99,"2,229",343,"11,123",7
/global/country3/region2/resort2,April,19.14%,6,47.81%,0.32%,742,4.97,"1,552",297,"7,713",5
/global/country3/region2/resort2,Oct,16.55%,5,44.72%,0.23%,1008,4.99,"2,253",371,"11,327",5
/global/country3/region2/resort3,June,20.84%,4,45.49%,0.05%,3483,4.27,"7,657","1,596","32,695",4
/global/country3/region2/resort3,Jan,58.65%,4,103.91%,0.30%,2726,8.61,"2,623","1,539","22,600",8
/global/country3/region2/resort3,Feb,27.85%,4,51.30%,0.28%,1860,4.32,"3,626","1,010","15,664",10
/global/country3/region2/resort3,Aug,18.34%,4,47.29%,0.20%,2620,4.7,"5,540","1,016","26,038",11
/global/country3/region2/resort3,May,21.82%,4,48.66%,0.17%,2863,4.58,"5,884","1,284","26,949",10
/global/country3/region2/resort3,July,19.44%,4,48.22%,0.12%,4014,4.49,"8,325","1,618","37,379",10
/global/country3/region2/resort3,Sept,21.91%,4,47.98%,0.15%,1294,4.65,"2,697",591,"12,541",4
/global/country3/region2/resort3,Oct,20.04%,4,49.05%,0.22%,876,4.75,"1,786",358,"8,484",4
/global/country3/region2/resort3,April,21.66%,4,50.12%,0.14%,2483,8.53,"4,954","1,073","42,242",7
/global/country3/region2/resort3,Mar,24.12%,5,50.75%,0.21%,2155,4.57,"4,246","1,024","19,404",9
/global/country3/region2/resort4,Feb,25.85%,4,47.34%,0.30%,7460,4.58,"15,758","4,073","72,172",47
/global/country3/region2/resort4,Mar,23.51%,4,47.60%,0.28%,7425,4.66,"15,599","3,667","72,691",44
/global/country3/region2/resort4,June,16.71%,4,46.88%,0.29%,9713,4.71,"20,721","3,462","97,596",60
/global/country3/region2/resort4,Sept,18.46%,4,51.08%,0.11%,3583,4.7,"7,014","1,295","32,966",8
/global/country3/region2/resort4,May,16.19%,4,45.60%,0.34%,8468,5,"18,572","3,007","92,860",63
/global/country3/region2/resort4,Jan,26.17%,4,49.47%,0.14%,14924,5,"30,166","7,894","150,830",41
/global/country3/region2/resort4,April,18.34%,4,46.42%,0.33%,6554,5.07,"14,119","2,589","71,583",46
/global/country3/region2/resort4,Aug,17.29%,4,48.41%,0.19%,4865,4.81,"10,049","1,737","48,336",19
/global/country3/region2/resort4,Oct,17.87%,4,54.17%,0.08%,2817,4.76,"5,200",929,"24,752",4
/global/country3/region2/resort4,July,16.05%,4,46.44%,0.30%,8530,4.76,"18,367","2,948","87,427",56
/global/country3/region2/resort5,Jan,17.44%,6,39.04%,0.14%,853,6.12,"2,185",381,"13,372",3
/global/country3/region2/resort5,Aug,10.67%,6,39.22%,0.16%,724,5.52,"1,846",197,"10,190",3
/global/country3/region2/resort5,June,10.46%,6,40.07%,0.40%,1011,5.62,"2,523",264,"14,179",10
/global/country3/region2/resort5,Sept,10.12%,7,38.69%,0.52%,520,5.74,"1,344",136,"7,715",7
/global/country3/region2/resort5,April,11.21%,7,40.28%,0.55%,794,5.91,"1,971",221,"11,649",11
/global/country3/region2/resort5,May,10.11%,7,38.80%,0.22%,1052,5.88,"2,711",274,"15,941",6
/global/country3/region2/resort5,July,9.82%,6,36.59%,0.32%,928,5.66,"2,536",249,"14,354",8
/global/country3/region2/resort5,Feb,15.88%,6,40.26%,0.00%,626,5.56,"1,555",247,"8,646",0
/global/country3/region2/resort5,Mar,13.83%,7,39.83%,0.29%,691,5.75,"1,735",240,"9,976",5
/global/country3/region2/resort5,Oct,12.41%,6,41.11%,0.11%,391,5.62,951,118,"5,345",1
/global/country3/region2/resort6,Mar,10.57%,6,38.99%,0.33%,836,5.65,"2,144",226,"12,112",7
/global/country3/region2/resort6,Feb,20.49%,5,50.00%,0.12%,405,4.41,810,166,"3,572",1
/global/country3/region2/resort6,May,17.07%,5,46.88%,0.14%,684,4.91,"1,459",249,"7,164",2
/global/country3/region2/resort6,Aug,17.32%,5,52.46%,0.00%,639,4.62,"1,218",211,"5,627",0
/global/country3/region2/resort6,April,13.94%,5,50.00%,0.00%,416,5.02,832,116,"4,177",0
/global/country3/region2/resort6,Oct,15.43%,6,44.68%,0.15%,576,5.15,"1,289",192,"6,768",2
/global/country3/region2/resort6,Sept,17.35%,5,55.17%,0.22%,496,4.78,899,156,"4,297",2
/global/country3/region2/resort6,July,14.63%,5,48.51%,0.20%,716,4.69,"1,476",216,"6,922",3
/global/country3/region2/resort6,June,15.26%,5,50.43%,0.13%,770,4.7,"1,527",233,"7,177",2
/global/country3/region2/resort6,Jan,22.82%,6,48.13%,0.10%,502,4.95,"1,043",238,"5,163",1
/global/country3/region2/resort8,June,10.92%,5,40.56%,0.18%,906,5.25,"2,234",244,"11,729",4
/global/country3/region2/resort8,Oct,12.25%,6,44.11%,0.12%,378,5.74,857,105,"4,919",1
/global/country3/region2/resort8,Aug,9.47%,6,41.11%,0.07%,599,5.57,"1,457",138,"8,115",1
/global/country3/region2/resort8,Mar,12.65%,6,40.76%,0.20%,406,5.62,996,126,"5,598",2
/global/country3/region2/resort8,Sept,11.56%,6,40.50%,0.49%,501,5.53,"1,237",143,"6,841",6
/global/country3/region2/resort8,April,11.50%,6,40.78%,0.16%,500,6,"1,226",141,"7,356",2
/global/country3/region2/resort8,May,10.92%,5,41.62%,0.21%,812,5.27,"1,951",213,"10,282",4
/global/country3/region2/resort8,July,10.11%,5,39.45%,0.24%,839,5.35,"2,127",215,"11,379",5
/global/country3/region2/resort8,Feb,17.65%,6,39.61%,0.35%,341,5.58,861,152,"4,804",3
/global/country3/region2/resort8,Jan,14.50%,6,44.30%,0.26%,669,6.2,"1,510",219,"9,362",4
/global/country3/region3,Aug,14.24%,4,47.81%,0.17%,6758,4.94,"14,134","2,013","69,822",24
/global/country3/region3,Mar,16.42%,5,49.37%,0.21%,4922,4.97,"9,969","1,637","49,546",21
/global/country3/region3,Oct,17.98%,4,0.00%,0.13%,1251,4.82,"5,377",967,"25,917",7
/global/country3/region3,Feb,18.82%,5,49.17%,0.18%,5162,4.88,"10,498","1,976","51,230",19
/global/country3/region3,May,13.06%,4,47.85%,0.18%,9994,4.8,"20,884","2,727","100,243",38
/global/country3/region3,Jan,18.62%,5,51.88%,0.22%,7786,5.31,"15,009","2,795","79,698",33
/global/country3/region3,July,12.59%,4,46.49%,0.16%,10514,4.84,"22,617","2,847","109,466",37
/global/country3/region3,June,12.96%,4,47.86%,0.10%,13781,4.59,"28,796","3,732","132,174",29
/global/country3/region3,April,13.66%,4,49.14%,0.27%,6955,5.04,"14,153","1,933","71,331",38
/global/country3/region3,Sept,14.71%,4,48.86%,0.25%,3462,5.13,"7,085","1,042","36,346",18
/global/country4,Mar,14.58%,5,0.00%,0.77%,852,5.61,"1,900",268,"10,726",2
/global/country4,Feb,38.25%,3,0.00%,0.77%,573,3.6,"1,108",447,"3,825",0
/global/country4,Jan,11.93%,4,43.63%,0.06%,2092,5.63,"4,795",564,"26,937",3
/global/country4,June,11.39%,4,42.11%,0.08%,1604,5.46,"3,809",434,"20,797",3
/global/country4,Sept,14.31%,4,46.00%,0.08%,1212,5.51,"2,635",377,"14,519",2
/global/country4,July,10.96%,4,44.04%,0.05%,2455,5.58,"5,574",611,"31,103",3
/global/country4,Aug,12.90%,4,43.05%,0.07%,1729,5.67,"4,016",518,"22,771",3
/global/country4,April,16.14%,5,49.55%,0.08%,660,5.47,"1,332",215,"7,286",1
/global/country4,May,13.01%,5,42.26%,0.08%,1043,5.74,"2,468",321,"14,166",2
/global/country4,Oct,16.86%,4,48.58%,0.00%,821,5.24,"1,690",285,"8,856",0
/global/country4/region1,Sept,20.48%,4,45.36%,0.00%,680,4.81,"1,499",307,"7,210",0
/global/country4/region1,Feb,19.94%,4,47.67%,0.24%,593,4.8,"1,244",248,"5,971",3
/global/country4/region1,July,16.39%,4,46.88%,0.17%,1911,5.15,"4,076",668,"20,991",7
/global/country4/region1,May,19.24%,4,46.89%,0.11%,1696,4.99,"3,617",696,"18,049",4
/global/country4/region1,April,19.86%,4,49.93%,0.25%,1393,5.08,"2,790",554,"14,173",7
/global/country4/region1,Aug,19.93%,4,42.79%,0.11%,1213,4.85,"2,835",565,"13,750",3
/global/country4/region1,Mar,19.65%,5,48.10%,0.06%,847,5.18,"1,761",346,"9,122",1
/global/country4/region1,Jan,18.26%,4,48.14%,0.17%,1180,5.07,"2,450",439,"12,498",4
/global/country4/region1,June,19.67%,4,46.82%,0.08%,1835,4.63,"3,919",771,"18,145",3
/global/country4/region1,Oct,19.32%,5,46.94%,0.00%,384,5.23,818,158,"4,278",0
/global/country5,Oct,24.50%,3,52.39%,0.07%,20034,4.35,"38,238","9,368","166,335",26
/global/country5,July,47.20%,2,41.52%,0.03%,3194,3.34,"7,692","3,631","25,691",2
/global/country5,June,46.72%,2,43.16%,0.02%,2780,3.27,"6,441","3,009","21,062",1
/global/country5,Feb,41.54%,3,45.92%,0.03%,6575,3.67,"14,319","5,948","52,551",4
/global/country5,April,44.98%,3,44.91%,0.04%,3274,3.74,"7,290","3,279","27,265",3
/global/country5,Sept,25.90%,3,52.85%,0.05%,22374,4.22,"42,333","10,964","178,645",22
/global/country5,May,45.44%,3,43.88%,0.03%,3014,6.96,"6,868","3,121","47,833",2
/global/country5,Aug,32.15%,3,48.70%,0.06%,7785,4,"15,986","5,139","63,944",9
/global/country5,Mar,46.20%,3,47.42%,0.04%,5267,3.7,"11,108","5,132","41,100",4
/global/country5,Jan,36.21%,3,46.68%,0.03%,8198,4.06,"17,562","6,359","71,302",6
/global/country6,June,21.89%,4,50.56%,0.03%,1485,5.4,"2,937",643,"15,860",1
/global/country6,Oct,31.71%,3,56.55%,0.07%,1571,4.11,"2,778",881,"11,418",2
/global/country6,May,16.57%,4,51.87%,0.00%,1581,6.02,"3,048",505,"18,349",0
/global/country6,July,20.24%,4,49.77%,0.00%,1603,5.26,"3,221",652,"16,942",0
/global/country6,Feb,18.76%,4,55.80%,0.04%,1294,5.58,"2,319",435,"12,940",1
/global/country6,Jan,23.26%,4,55.16%,0.00%,2030,5.85,"3,680",856,"21,528",0
/global/country6,Mar,18.81%,4,54.51%,0.00%,1252,5.75,"2,297",432,"13,208",0
/global/country6,April,17.02%,4,55.04%,0.00%,1452,6.19,"2,638",449,"16,329",0
/global/country6,Sept,32.11%,3,56.50%,0.03%,1626,3.97,"2,878",924,"11,426",1
/global/country6,Aug,26.01%,3,51.79%,0.00%,1533,4.54,"2,960",770,"13,438",0
/global/country6/region2,Oct,70.36%,1,53.58%,0.00%,1354,1.71,"2,527","1,778","4,321",0
/global/country6/region2,Mar,14.60%,3,55.81%,0.02%,2344,5.17,"4,200",613,"21,714",1
/global/country6/region2,July,61.79%,1,51.90%,0.00%,2153,2.11,"4,148","2,563","8,752",0
/global/country6/region2,June,62.34%,1,50.05%,0.02%,2008,2.25,"4,012","2,501","9,027",1
/global/country6/region2,April,13.13%,3,54.77%,0.00%,2499,5.22,"4,563",599,"23,819",0
/global/country6/region2,May,11.88%,3,53.59%,0.04%,2674,5.25,"4,990",593,"26,198",2
/global/country6/region2,Jan,18.62%,3,57.64%,0.04%,4163,5.25,"7,223","1,345","37,921",3
/global/country6/region2,Sept,64.69%,1,54.30%,0.00%,1407,1.84,"2,591","1,676","4,767",0
/global/country6/region2,Feb,16.35%,3,55.99%,0.02%,2595,5,"4,635",758,"23,175",1
/global/country6/region2,Aug,60.32%,1,50.52%,0.00%,2022,2,"4,002","2,414","8,004",0
/global/country6/region3,May,9.41%,4,48.87%,0.02%,2218,5.64,"4,539",427,"25,600",1
/global/country6/region3,Feb,13.49%,4,52.55%,0.05%,2061,5.35,"3,922",529,"20,983",2
/global/country6/region3,Aug,10.08%,3,49.99%,0.00%,2168,5.11,"4,337",437,"22,162",0
/global/country6/region3,Sept,9.28%,3,50.83%,0.00%,1468,5.21,"2,888",268,"15,046",0
/global/country6/region3,Oct,10.51%,3,54.04%,0.00%,1965,5.2,"3,636",382,"18,907",0
/global/country6/region3,Jan,16.99%,4,52.77%,0.00%,3457,5.62,"6,551","1,113","36,817",0
/global/country6/region3,July,9.31%,4,47.73%,0.02%,2061,5.38,"4,318",402,"23,231",1
/global/country6/region3,Mar,12.42%,4,54.48%,0.02%,2500,5.46,"4,589",570,"25,056",1
/global/country6/region3,April,10.83%,3,53.96%,0.02%,2372,5.61,"4,396",476,"24,662",1
/global/country6/region3,June,9.58%,3,48.85%,0.00%,1938,5.26,"3,967",380,"20,866",0
/global/country6/region4,June,12.21%,3,52.84%,0.00%,1965,5.09,"3,719",454,"18,930",0
/global/country6/region4,April,12.73%,3,57.29%,0.03%,2201,4.87,"3,842",489,"18,711",1
/global/country6/region4,May,12.27%,3,55.24%,0.00%,2341,5.04,"4,238",520,"21,360",0
/global/country6/region4,Feb,16.29%,3,56.06%,0.00%,1841,4.75,"3,284",535,"15,599",0
/global/country6/region4,Oct,67.50%,1,54.50%,0.00%,1576,1.71,"2,892","1,952","4,945",0
/global/country6/region4,Mar,12.91%,3,58.78%,0.00%,2327,5.07,"3,959",511,"20,072",0
/global/country6/region4,Sept,62.12%,1,52.40%,0.00%,1570,1.83,"2,996","1,861","5,483",0
/global/country6/region4,July,10.63%,3,53.86%,0.00%,1986,4.87,"3,687",392,"17,956",0
/global/country6/region4,Aug,42.72%,2,52.62%,0.00%,1930,2.96,"3,668","1,567","10,857",0
/global/country6/region4,Jan,18.62%,3,58.99%,0.00%,3174,5.14,"5,381","1,002","27,658",0
/global/country7,Mar,21.46%,4,56.78%,0.05%,19903,4.31,"35,050","7,522","151,066",17
/global/country7,May,16.80%,3,55.18%,0.05%,22981,4.51,"41,645","6,996","187,819",21
/global/country7,July,15.89%,3,53.85%,0.04%,31876,4.49,"59,199","9,407","265,804",25
/global/country7,April,17.26%,4,56.79%,0.10%,20170,4.58,"35,514","6,130","162,654",37
/global/country7,Jan,24.63%,4,59.30%,0.07%,33742,4.49,"56,899","14,014","255,477",39
/global/country7,Sept,18.15%,3,56.18%,0.07%,13684,4.5,"24,357","4,421","109,607",18
/global/country7,June,16.32%,3,54.15%,0.06%,25905,4.41,"47,843","7,808","210,988",31
/global/country7,Oct,19.56%,4,56.32%,0.06%,9535,4.51,"16,931","3,312","76,359",11
/global/country7,Feb,23.34%,4,57.06%,0.06%,21831,4.21,"38,261","8,930","161,079",23
/global/country7,Aug,14.92%,3,54.59%,0.05%,24526,4.65,"44,928","6,703","208,915",23
/global/country8,Jan,24.62%,4,52.67%,0.18%,32070,4.84,"60,885","14,990","294,683",107
/global/country8,Oct,14.47%,4,48.19%,0.19%,11320,5.02,"23,492","3,399","117,930",44
/global/country8,Feb,22.30%,4,49.50%,0.18%,20918,4.58,"42,256","9,423","193,532",77
/global/country8,July,13.43%,4,46.78%,0.15%,31498,4.78,"67,333","9,043","321,852",100
/global/country8,Mar,18.46%,4,50.28%,0.20%,19871,4.76,"39,524","7,296","188,134",79
/global/country8,Sept,12.58%,4,47.26%,0.18%,15950,5.04,"33,753","4,246","170,115",61
/global/country8,June,14.59%,4,47.80%,0.14%,22887,4.66,"47,877","6,985","223,107",68
/global/country8,Aug,13.15%,4,45.45%,0.16%,22977,4.84,"50,558","6,648","244,701",79
/global/country8,May,15.81%,4,49.04%,0.21%,23872,4.74,"48,677","7,696","230,729",101
/global/country8,April,16.65%,4,49.74%,0.22%,20928,4.82,"42,075","7,005","202,802",91
/global/country8/region1,Oct,30.23%,3,54.12%,0.05%,2012,4.12,"3,718","1,124","15,318",2
/global/country8/region1,May,30.56%,3,45.21%,0.07%,4061,4.03,"8,983","2,745","36,201",6
/global/country8/region1,April,30.65%,3,46.03%,0.10%,3562,4.18,"7,739","2,372","32,349",8
/global/country8/region1,July,29.81%,3,46.35%,0.09%,4311,3.89,"9,300","2,772","36,177",8
/global/country8/region1,Sept,29.34%,3,49.67%,0.02%,2018,4.17,"4,063","1,192","16,943",1
/global/country8/region1,Aug,28.38%,3,47.48%,0.11%,2605,4.1,"5,487","1,557","22,497",6
/global/country8/region1,Mar,30.73%,3,48.20%,0.11%,4026,4.16,"8,353","2,567","34,748",9
/global/country8/region1,Feb,32.70%,3,46.90%,0.08%,4176,4.07,"8,905","2,912","36,243",7
/global/country8/region1,Jan,35.23%,3,50.52%,0.05%,11069,4.16,"21,911","7,719","91,150",10
/global/country8/region1,June,30.85%,3,48.23%,0.07%,4204,4.1,"8,718","2,773","35,736",6
/global/country8/region2,April,16.59%,3,48.70%,0.65%,1427,4.19,"2,930",486,"12,277",19
/global/country8/region2,Jan,33.92%,2,53.18%,0.28%,1690,3.81,"3,178","1,078","12,108",9
